country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index
Argentina,2022-08-20,9633732.0,0.0,4456.857,212159.98,0.0,98.15166,129566.0,0.0,18.0,2853.3823,0.0,0.3964071,,,,,,,,,,,,,17.19,1.1595,,,,,,,,,108976680.0,41293810.0,34703132.0,30220957.0,9095.0,29046.143,239.99516,90.939766,76.42538,66.55445,639.67206,1814.2858,0.0039955317,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-21,9658391.0,24659.0,3522.7144,212703.03,543.05566,77.579384,129646.0,80.0,11.428572,2855.144,1.7618092,0.25168705,,,,,,,,,,,,,17.19,1.1624,,,,,,,,,108979790.0,41293880.0,34703184.0,30223896.0,3113.0,28787.715,240.00201,90.93992,76.42549,66.56093,633.9808,1810.0,0.0039860937,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-22,9658391.0,0.0,3522.7144,212703.03,0.0,77.579384,129646.0,0.0,11.428572,2855.144,0.0,0.25168705,,,,,,,,,,,,,17.19,1.1543,,,,,,,,,109022984.0,41296228.0,34704412.0,30262590.0,43190.0,34027.43,240.09714,90.9451,76.4282,66.64614,749.373,2112.2856,0.004651806,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-23,9658391.0,0.0,3522.7144,212703.03,0.0,77.579384,129646.0,0.0,11.428572,2855.144,0.0,0.25168705,,,,,,,,,,,,,17.19,1.1427,,,,,,,,,109065060.0,41298736.0,34705736.0,30299890.0,42071.0,33635.43,240.18979,90.95062,76.43111,66.72829,740.7401,1960.0,0.004316433,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-24,9658391.0,0.0,3522.7144,212703.03,0.0,77.579384,129646.0,0.0,11.428572,2855.144,0.0,0.25168705,,,,,,,,,,,,,17.19,1.134,,,,,,,,,109108750.0,41301536.0,34707176.0,30338311.0,43699.0,33399.0,240.28603,90.95679,76.43428,66.8129,735.5333,1960.7142,0.004318006,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-25,9658391.0,0.0,3522.7144,212703.03,0.0,77.579384,129646.0,0.0,11.428572,2855.144,0.0,0.25168705,,,,,,,,,,,,,17.19,1.1314,,,,,,,,,109147750.0,41304150.0,34708692.0,30372205.0,38999.0,32330.572,240.37192,90.96255,76.43762,66.88754,712.0038,1904.5714,0.0041943644,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-26,9658391.0,0.0,3522.7144,212703.03,0.0,77.579384,129646.0,0.0,11.428572,2855.144,0.0,0.25168705,,,,,,,,,,,,,14.41,1.1362,,,,,,,,,109188550.0,41306780.0,34709990.0,30408189.0,40800.0,31566.715,240.46176,90.96834,76.44048,66.96679,695.18164,1897.2858,0.0041783196,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-27,9658391.0,0.0,3522.7144,212703.03,0.0,77.579384,129646.0,0.0,11.428572,2855.144,0.0,0.25168705,,,,,,,,,,,,,14.41,1.1464,,,,,,,,,109196140.0,41307130.0,34710224.0,30415053.0,7590.0,31351.715,240.47849,90.96911,76.44099,66.9819,690.4468,1903.2858,0.004191533,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-28,9678225.0,19834.0,2833.4285,213139.83,436.79657,62.39951,129711.0,65.0,9.285714,2856.5754,1.43147,0.20449573,,,,,,,,,,,,,14.41,1.1548,,,,,,,,,109199304.0,41307230.0,34710304.0,30417933.0,3158.0,31358.143,240.48543,90.96933,76.44118,66.98824,690.5883,1907.5714,0.004200971,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-29,9678225.0,0.0,2833.4285,213139.83,0.0,62.39951,129711.0,0.0,9.285714,2856.5754,0.0,0.20449573,,,,,,,,,,,,,14.41,1.1165,,,,,,,,,109233520.0,41309500.0,34711464.0,30447904.0,34220.0,30076.715,240.56079,90.97433,76.443726,67.05425,662.3679,1895.8572,0.0041751736,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-30,9678225.0,0.0,2833.4285,213139.83,0.0,62.39951,129711.0,0.0,9.285714,2856.5754,0.0,0.20449573,,,,,,,,,,,,,14.41,1.0737,,,,,,,,,109265420.0,41311950.0,34712704.0,30475322.0,31905.0,28624.428,240.63106,90.97972,76.44646,67.11463,630.3848,1887.8572,0.0041575553,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-08-31,9678225.0,0.0,2833.4285,213139.83,0.0,62.39951,129711.0,0.0,9.285714,2856.5754,0.0,0.20449573,2.5370398,19.53094,178630.8,3925.061,,,,,,,,,14.41,1.031,,,,,,,,,109297610.0,41314376.0,34714108.0,30502814.0,32177.0,26978.428,240.70192,90.98507,76.44955,67.17518,594.13556,1834.7142,0.0040405206,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-01,9678225.0,0.0,2833.4285,213139.83,0.0,62.39951,129711.0,0.0,9.285714,2856.5754,0.0,0.20449573,,,,,,,,,,,,,14.41,0.9885,,,,,,,,,109326184.0,41317020.0,34715310.0,30526793.0,28581.0,25490.143,240.76486,90.99088,76.452194,67.22798,561.3596,1838.2858,0.004048386,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-02,9678225.0,0.0,2833.4285,213139.83,0.0,62.39951,129711.0,0.0,9.285714,2856.5754,0.0,0.20449573,,,,,,,,,,,,,14.41,0.9436,,,,,,,,,109332360.0,41317670.0,34715600.0,30531893.0,6172.0,20543.285,240.77846,90.992325,76.45283,67.23921,452.4169,1556.1428,0.0034270338,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-03,9678225.0,0.0,2833.4285,213139.83,0.0,62.39951,129711.0,0.0,9.285714,2856.5754,0.0,0.20449573,,,,,,,,,,,,,14.41,0.8964,,,,,,,,,109338450.0,41317936.0,34715788.0,30537390.0,6089.0,20328.857,240.79187,90.99291,76.45325,67.25132,447.6946,1544.0,0.003400292,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-04,9689861.0,11636.0,1662.2858,213396.1,256.25516,36.60788,129769.0,58.0,8.285714,2857.8528,1.2773117,0.18247311,,,,,,,,,,,,,14.41,0.8563,,,,,,,,,109340480.0,41318004.0,34715820.0,30539277.0,2035.0,20168.428,240.79634,90.99306,76.453316,67.25548,444.16156,1539.0,0.0033892805,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-05,9689861.0,0.0,1662.2858,213396.1,0.0,36.60788,129769.0,0.0,8.285714,2857.8528,0.0,0.18247311,,,,,,,,,,,,,14.41,0.8674,,,,,,,,,109370056.0,41320210.0,34716976.0,30564626.0,29576.0,19505.0,240.86148,90.99791,76.455864,67.3113,429.55112,1530.1428,0.003369775,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-06,9689861.0,0.0,1662.2858,213396.1,0.0,36.60788,129769.0,0.0,8.285714,2857.8528,0.0,0.18247311,,,,,,,,,,,,,14.4,0.8821,,,,,,,,,109401710.0,41322544.0,34718256.0,30591788.0,31653.0,19469.0,240.93118,91.003044,76.45869,67.37112,428.7583,1513.0,0.0033320219,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-07,9689861.0,0.0,1662.2858,213396.1,0.0,36.60788,129769.0,0.0,8.285714,2857.8528,0.0,0.18247311,,,,,,,,,,,,,14.4,0.8905,,,,,,,,,109431710.0,41324532.0,34719490.0,30617824.0,29999.0,19157.857,240.99725,91.00743,76.4614,67.42846,421.90613,1450.7142,0.0031948523,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-08,9689861.0,0.0,1662.2858,213396.1,0.0,36.60788,129769.0,0.0,8.285714,2857.8528,0.0,0.18247311,,,,,,,,,,,,,14.4,0.8885,,,,,,,,,109459896.0,41326572.0,34720788.0,30641885.0,28188.0,19101.715,241.05933,91.01192,76.46426,67.481445,420.6697,1364.5714,0.0030051433,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-09,9689861.0,0.0,1662.2858,213396.1,0.0,36.60788,129769.0,0.0,8.285714,2857.8528,0.0,0.18247311,,,,,,,,,,,,,14.4,0.8778,,,,,,,,,109489990.0,41328670.0,34722330.0,30667472.0,30097.0,22519.572,241.12561,91.016556,76.46765,67.537796,495.93988,1571.4286,0.003460697,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-10,9689861.0,0.0,1662.2858,213396.1,0.0,36.60788,129769.0,0.0,8.285714,2857.8528,0.0,0.18247311,,,,,,,,,,,,,14.4,0.8607,,,,,,,,,109495850.0,41328936.0,34722530.0,30672713.0,5853.0,22485.857,241.1385,91.01713,76.46809,67.54934,495.1974,1571.1428,0.0034600676,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-11,9697763.0,7902.0,1128.8572,213570.11,174.0227,24.860388,129830.0,61.0,8.714286,2859.1963,1.3433796,0.19191137,,,,,,,,,,,,,14.4,0.8488,,,,,,,,,109497720.0,41328988.0,34722560.0,30674461.0,1873.0,22462.715,241.14262,91.01724,76.46816,67.553185,494.68774,1569.2858,0.0034559777,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-12,9697763.0,0.0,1128.8572,213570.11,0.0,24.860388,129830.0,0.0,8.714286,2859.1963,0.0,0.19191137,,,,,,,,,,,,,14.4,0.868,,,,,,,,,109523780.0,41330730.0,34723876.0,30696711.0,26054.0,21959.572,241.20001,91.02107,76.47106,67.60219,483.6072,1502.2858,0.0033084261,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-13,9697763.0,0.0,1128.8572,213570.11,0.0,24.860388,129830.0,0.0,8.714286,2859.1963,0.0,0.19191137,,,,,,,,,,,,,14.4,0.8931,,,,,,,,,109550370.0,41332436.0,34725720.0,30718962.0,26593.0,21236.715,241.25858,91.02483,76.47513,67.65119,467.68802,1413.2858,0.0031124249,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-14,9697763.0,0.0,1128.8572,213570.11,0.0,24.860388,129830.0,0.0,8.714286,2859.1963,0.0,0.19191137,,,,,,,,,,,,,14.4,0.9156,,,,,,,,,109576376.0,41334240.0,34727200.0,30740909.0,26005.0,20666.143,241.31584,91.02882,76.47838,67.699524,455.12253,1387.0,0.0030545369,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-15,9697763.0,0.0,1128.8572,213570.11,0.0,24.860388,129830.0,0.0,8.714286,2859.1963,0.0,0.19191137,,,,,,,,,,,,,14.4,0.9341,,,,,,,,,109601150.0,41335956.0,34728668.0,30761792.0,24777.0,20178.857,241.3704,91.03259,76.48161,67.745514,444.39124,1340.8572,0.0029529182,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-16,9697763.0,0.0,1128.8572,213570.11,0.0,24.860388,129830.0,0.0,8.714286,2859.1963,0.0,0.19191137,,,,,,,,,,,,,14.4,0.9487,,,,,,,,,109627680.0,41337810.0,34730280.0,30784147.0,26532.0,19669.572,241.42883,91.03667,76.48516,67.79475,433.1754,1304.7142,0.0028733222,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-17,9697763.0,0.0,1128.8572,213570.11,0.0,24.860388,129830.0,0.0,8.714286,2859.1963,0.0,0.19191137,,,,,,,,,,,,,14.4,0.9635,,,,,,,,,109631910.0,41338028.0,34730456.0,30787894.0,4229.0,19437.572,241.43816,91.037155,76.48555,67.80299,428.06616,1299.0,0.0028607377,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-18,9703938.0,6175.0,882.1429,213706.1,135.98965,19.427094,129855.0,25.0,3.5714285,2859.7468,0.5505654,0.0786522,,,,,,,,,,,,,14.4,0.9769,,,,,,,,,109633470.0,41338092.0,34730496.0,30789299.0,1559.0,19392.715,241.44159,91.03729,76.48564,67.80609,427.0783,1300.5714,0.0028641985,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-19,9703938.0,0.0,882.1429,213706.1,0.0,19.427094,129855.0,0.0,3.5714285,2859.7468,0.0,0.0786522,,,,,,,,,,,,,14.4,0.973,,,,,,,,,109655250.0,41339424.0,34731590.0,30807997.0,21776.0,18781.572,241.48953,91.04023,76.48805,67.84727,413.61932,1242.5714,0.0027364674,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-20,9703938.0,0.0,882.1429,213706.1,0.0,19.427094,129855.0,0.0,3.5714285,2859.7468,0.0,0.0786522,,,,,,,,,,,,,14.4,0.97,,,,,,,,,109676810.0,41340972.0,34733012.0,30825941.0,21562.0,18062.857,241.53702,91.04363,76.49118,67.88679,397.79138,1219.5714,0.0026858153,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-21,9703938.0,0.0,882.1429,213706.1,0.0,19.427094,129855.0,0.0,3.5714285,2859.7468,0.0,0.0786522,,,,,,,,,,,,,14.4,0.9684,,,,,,,,,109694480.0,41342240.0,34733980.0,30840844.0,17670.0,16872.143,241.57594,91.046425,76.49331,67.91961,371.56873,1142.4286,0.0025159265,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-22,9703938.0,0.0,882.1429,213706.1,0.0,19.427094,129855.0,0.0,3.5714285,2859.7468,0.0,0.0786522,,,,,,,,,,,,,14.4,0.9679,,,,,,,,,109718744.0,41343744.0,34735344.0,30861598.0,24264.0,16798.857,241.62938,91.049736,76.49632,67.96531,369.95477,1112.1428,0.0024492296,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-23,9703938.0,0.0,882.1429,213706.1,0.0,19.427094,129855.0,0.0,3.5714285,2859.7468,0.0,0.0786522,,,,,,,,,,,,,14.4,0.9684,,,,,,,,,109743340.0,41345336.0,34736724.0,30882563.0,24599.0,16522.715,241.68355,91.053246,76.49935,68.01148,363.87338,1075.7142,0.0023690043,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-24,9703938.0,0.0,882.1429,213706.1,0.0,19.427094,129855.0,0.0,3.5714285,2859.7468,0.0,0.0786522,,,,,,,,,,,,,14.4,0.9705,,,,,,,,,109747064.0,41345510.0,34736884.0,30885879.0,3724.0,16450.572,241.69174,91.053635,76.49971,68.01878,362.2846,1069.2858,0.0023548468,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-25,9708420.0,4482.0,640.2857,213804.81,98.70537,14.100766,129897.0,42.0,6.0,2860.6719,0.9249499,0.13213569,,,,,,,,,,,,,14.4,0.9731,,,,,,,,,109748530.0,41345544.0,34736920.0,30887251.0,1467.0,16437.428,241.69498,91.05371,76.49979,68.021805,361.99518,1064.7142,0.0023447794,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-26,9708420.0,0.0,640.2857,213804.81,0.0,14.100766,129897.0,0.0,6.0,2860.6719,0.0,0.13213569,,,,,,,,,,,,,14.4,0.9654,,,,,,,,,109769624.0,41347030.0,34738290.0,30904853.0,21094.0,16340.0,241.74144,91.056984,76.5028,68.06057,359.84955,1086.8572,0.0023935437,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-27,9708420.0,0.0,640.2857,213804.81,0.0,14.100766,129897.0,0.0,6.0,2860.6719,0.0,0.13213569,,,,,,,,,,,,,14.4,0.956,,,,,,,,,109788824.0,41348390.0,34739670.0,30920676.0,19195.0,16001.857,241.7837,91.059975,76.50585,68.09542,352.40277,1060.1428,0.0023347118,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-28,9708420.0,0.0,640.2857,213804.81,0.0,14.100766,129897.0,0.0,6.0,2860.6719,0.0,0.13213569,,,,,,,,,,,,,14.4,0.9456,,,,,,,,,109806700.0,41349656.0,34740930.0,30935489.0,17887.0,16032.857,241.8231,91.06276,76.50861,68.12804,353.08545,1059.4286,0.0023331388,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-29,9708420.0,0.0,640.2857,213804.81,0.0,14.100766,129897.0,0.0,6.0,2860.6719,0.0,0.13213569,,,,,,,,,,,,,14.4,0.9335,,,,,,,,,109825870.0,41351016.0,34742336.0,30951229.0,19167.0,15304.714,241.86531,91.06575,76.51171,68.162704,337.04984,1039.0,0.00228815,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-09-30,9708420.0,0.0,640.2857,213804.81,0.0,14.100766,129897.0,0.0,6.0,2860.6719,0.0,0.13213569,1.7397133,18.978296,179140.89,3936.2695,,,,,,,,,14.4,0.9164,,,,,,,,,109845270.0,41352310.0,34743724.0,30967326.0,19397.0,14561.571,241.90802,91.0686,76.51477,68.19815,320.6839,996.1429,0.002193767,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-01,9708420.0,0.0,640.2857,213804.81,0.0,14.100766,129897.0,0.0,6.0,2860.6719,0.0,0.13213569,,,,,,,,,,,,,14.4,0.8976,,,,,,,,,109848110.0,41352604.0,34743950.0,30969592.0,2844.0,14435.857,241.91429,91.06925,76.51527,68.20314,317.91534,1012.8571,0.0022305765,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-02,9711355.0,2935.0,419.2857,213869.44,64.636375,9.233768,129937.0,40.0,5.714286,2861.5527,0.8809046,0.12584352,,,,,,,,,,,,,14.4,0.8815,,,,,,,,,109848880.0,41352670.0,34744004.0,30970217.0,762.0,14335.143,241.91597,91.0694,76.51539,68.20452,315.69736,1017.7143,0.0022412732,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-03,9711355.0,0.0,419.2857,213869.44,0.0,9.233768,129937.0,0.0,5.714286,2861.5527,0.0,0.12584352,,,,,,,,,,,,,14.4,0.8997,,,,,,,,,109865230.0,41354108.0,34745292.0,30983309.0,16350.0,13657.429,241.95198,91.07256,76.51822,68.23335,300.7723,1011.0,0.0022264866,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-04,9711355.0,0.0,419.2857,213869.44,0.0,9.233768,129937.0,0.0,5.714286,2861.5527,0.0,0.12584352,,,,,,,,,,,,,14.4,0.9219,,,,,,,,,109881576.0,41355770.0,34746692.0,30996077.0,16348.0,13250.714,241.98798,91.076225,76.5213,68.26147,291.8154,1053.7142,0.0023205546,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-05,9711355.0,0.0,419.2857,213869.44,0.0,9.233768,129937.0,0.0,5.714286,2861.5527,0.0,0.12584352,,,,,,,,,,,,,14.4,0.9405,,,,,,,,,109897610.0,41357136.0,34747960.0,31008889.0,16031.0,12985.571,242.02328,91.07924,76.5241,68.28969,285.97626,1069.0,0.0023542177,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-06,9711355.0,0.0,419.2857,213869.44,0.0,9.233768,129937.0,0.0,5.714286,2861.5527,0.0,0.12584352,,,,,,,,,,,,,14.4,0.9535,,,,,,,,,109916040.0,41358720.0,34749376.0,31023736.0,18431.0,12880.429,242.06387,91.08272,76.527214,68.32238,283.66074,1100.4286,0.0024234315,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-07,9711355.0,0.0,419.2857,213869.44,0.0,9.233768,129937.0,0.0,5.714286,2861.5527,0.0,0.12584352,,,,,,,,,,,,,14.4,0.9629,,,,,,,,,109918664.0,41358948.0,34749530.0,31025875.0,2628.0,10484.857,242.06966,91.08322,76.52755,68.327095,230.90398,948.1429,0.0020880585,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-08,9711355.0,0.0,419.2857,213869.44,0.0,9.233768,129937.0,0.0,5.714286,2861.5527,0.0,0.12584352,,,,,,,,,,,,,14.4,0.9678,,,,,,,,,109920560.0,41359096.0,34749624.0,31027471.0,1898.0,10349.714,242.07384,91.08355,76.52777,68.330605,227.92778,927.2857,0.0020421257,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-09,9713594.0,2239.0,319.85715,213918.75,49.308636,7.044091,129958.0,21.0,3.0,2862.0151,0.46247494,0.066067845,,,,,,,,,,,,,14.4,0.974,,,,,,,,,109921350.0,41359150.0,34749652.0,31028143.0,789.0,10353.571,242.07558,91.08367,76.527824,68.332085,228.01273,925.8571,0.0020389797,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-10,9713594.0,0.0,319.85715,213918.75,0.0,7.044091,129958.0,0.0,3.0,2862.0151,0.0,0.066067845,,,,,,,,,,,,,14.39,0.9906,,,,,,,,,109922620.0,41359270.0,34749760.0,31029160.0,1274.0,8199.857,242.07838,91.08394,76.52807,68.33433,180.5823,737.7143,0.0016246398,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-11,9713594.0,0.0,319.85715,213918.75,0.0,7.044091,129958.0,0.0,3.0,2862.0151,0.0,0.066067845,,,,,,,,,,,,,14.39,1.0104,,,,,,,,,109936930.0,41360564.0,34750960.0,31040271.0,14305.0,7908.0,242.10988,91.086784,76.53071,68.358795,174.15485,685.1429,0.0015088638,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-12,9713594.0,0.0,319.85715,213918.75,0.0,7.044091,129958.0,0.0,3.0,2862.0151,0.0,0.066067845,,,,,,,,,,,,,14.39,1.0294,,,,,,,,,109951060.0,41361920.0,34752176.0,31051287.0,14124.0,7635.5713,242.14099,91.089775,76.53339,68.38306,168.15526,683.4286,0.0015050885,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-13,9713594.0,0.0,319.85715,213918.75,0.0,7.044091,129958.0,0.0,3.0,2862.0151,0.0,0.066067845,,,,,,,,,,,,,14.39,1.0503,,,,,,,,,109965260.0,41363256.0,34753384.0,31062373.0,14210.0,7032.5713,242.17229,91.092705,76.53604,68.40747,154.87563,648.1429,0.0014273801,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2022-10-14,9713594.0,0.0,319.85715,213918.75,0.0,7.044091,129958.0,0.0,3.0,2862.0151,0.0,0.066067845,,,,,,,,,,,,,14.39,1.073,,,,,,,,,109979880.0,41364644.0,34754652.0,31073801.0,14617.0,8745.286,242.20447,91.095764,76.53883,68.43264,192.59407,813.7143,0.0017920118,ARG,South America,45407866.0,16.59225845336914,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
